month,hour,is_weekend,temp_dry,humidity,wind_speed,cloud_cover,pressure,is_raining,season,kWh
10,9,0,27.77,70.2,2.69,63.05,1009.39,0,rainy,0.2716
10,10,0,28.25,68.61,2.14,34.44,1010.26,0,rainy,0.2639
10,11,0,28.55,67.61,1.93,63.8,1010.78,0,rainy,0.3295
10,12,0,28.65,67.27,3.89,28.0,1006.02,0,rainy,0.4835
10,13,0,28.55,67.61,3.32,20.99,1014.7,0,rainy,0.4601
10,14,0,28.25,68.61,1.34,41.37,1008.21,0,rainy,0.3157
10,15,0,27.77,70.2,4.0,53.41,1010.01,0,rainy,0.34
10,16,0,27.15,72.27,1.93,56.99,1010.16,0,rainy,0.2919
10,17,0,26.43,74.69,3.43,26.42,1011.55,0,rainy,0.5673
10,18,0,25.65,77.27,4.08,39.6,1009.82,0,rainy,0.5438
10,19,0,24.87,79.86,2.28,28.88,1011.68,0,rainy,0.5279
10,20,0,24.15,82.27,1.3,63.67,1010.15,0,rainy,0.6823
10,21,0,23.53,84.34,0.85,51.16,1011.62,0,rainy,0.6547
10,22,0,23.05,85.93,4.86,64.05,1007.17,0,rainy,0.6538
10,23,0,22.75,86.93,2.36,15.48,1014.19,0,rainy,0.6058
10,0,0,23.79,92.32,4.79,71.29,1009.84,1,rainy,0.4617
10,1,0,23.9,91.98,4.19,38.89,1013.25,0,rainy,0.6417
10,2,0,24.2,90.98,7.38,60.17,1012.61,1,rainy,0.4959
10,3,0,24.67,89.39,4.68,61.11,1005.96,1,rainy,0.4891
10,4,0,25.29,87.32,3.42,63.63,1005.64,0,rainy,0.6684
10,5,0,26.02,84.91,3.1,20.13,1009.36,0,rainy,0.6851
10,6,0,26.79,82.32,3.04,66.17,1011.44,0,rainy,0.3413
10,7,0,27.57,79.73,1.35,51.95,1010.7,0,rainy,0.3515
10,8,0,28.29,77.32,1.34,30.71,1014.42,0,rainy,0.3255
10,9,0,28.92,75.25,6.92,95.66,1009.03,1,rainy,0.1931
10,10,0,29.39,88.66,2.27,77.87,1006.43,1,rainy,0.2028
10,11,0,29.69,87.66,2.31,12.85,1006.63,0,rainy,0.2919
10,12,0,29.79,87.32,2.96,14.73,1012.73,0,rainy,0.4979
10,13,0,29.69,87.66,6.12,63.54,1007.15,1,rainy,0.3751
10,14,0,29.39,88.66,4.19,68.6,1013.47,0,rainy,0.3481
10,15,0,28.92,90.25,4.99,31.54,1007.8,0,rainy,0.3547
10,16,0,28.29,92.32,1.0,26.92,1010.68,0,rainy,0.3467
10,17,0,27.57,94.73,1.05,42.54,1009.4,0,rainy,0.5506
10,18,0,26.79,97.32,2.5,28.91,1009.94,0,rainy,0.5743
10,19,0,26.02,84.91,6.82,94.61,1012.54,1,rainy,0.4277
10,20,0,25.29,87.32,2.65,55.45,1012.37,0,rainy,0.7531
10,21,0,24.67,89.39,4.84,64.07,1011.52,1,rainy,0.5283
10,22,0,24.2,90.98,1.66,78.89,1011.02,1,rainy,0.5271
10,23,0,23.9,91.98,5.64,99.75,1013.15,1,rainy,0.495
10,0,0,25.32,98.62,3.33,45.41,1008.43,0,rainy,0.7238
10,1,0,25.42,98.28,1.03,55.77,1007.46,0,rainy,0.654
10,2,0,25.72,97.28,2.57,60.32,1012.99,1,rainy,0.5241
10,3,0,26.2,95.69,4.79,52.36,1014.13,0,rainy,0.737
10,4,0,26.82,93.62,1.34,69.93,1011.17,1,rainy,0.5362
10,5,0,27.54,91.21,4.99,37.17,1005.0,0,rainy,0.7887
10,6,0,28.32,88.62,1.18,72.07,1012.82,1,rainy,0.2883
10,7,0,29.1,86.03,4.11,34.95,1007.95,0,rainy,0.384
10,8,0,29.82,83.62,3.73,86.26,1006.36,1,rainy,0.2805
10,9,0,30.44,81.55,3.7,34.65,1014.09,0,rainy,0.3398
10,10,0,30.92,94.96,3.56,40.67,1009.14,0,rainy,0.2853
10,11,0,31.22,93.96,0.67,22.57,1010.89,0,rainy,0.3302
10,12,0,31.32,93.62,1.38,11.53,1009.6,0,rainy,0.5067
10,13,0,31.22,93.96,6.73,80.76,1005.35,1,rainy,0.4032
10,14,0,30.92,94.96,1.92,86.54,1007.36,1,rainy,0.2844
10,15,0,30.44,96.55,3.8,79.5,1013.97,1,rainy,0.2681
10,16,0,29.82,98.62,6.92,82.65,1014.88,1,rainy,0.2425
10,17,0,29.1,100.0,3.22,31.1,1012.39,0,rainy,0.6565
10,18,0,28.32,100.0,3.73,35.0,1014.16,0,rainy,0.6108
10,19,0,27.54,91.21,1.32,41.89,1006.24,0,rainy,0.5954
10,20,0,26.82,93.62,3.1,19.57,1011.46,0,rainy,0.7746
10,21,0,26.2,95.69,2.08,64.53,1014.9,1,rainy,0.573
10,22,0,25.72,97.28,1.37,71.68,1011.35,1,rainy,0.5386
10,23,0,25.42,98.28,1.54,58.03,1009.86,0,rainy,0.7042
10,0,0,22.09,89.15,2.37,16.56,1009.28,0,rainy,0.6035
10,1,0,22.19,88.81,0.96,23.09,1011.18,0,rainy,0.5825
10,2,0,22.49,87.81,0.84,20.43,1009.27,0,rainy,0.5825
10,3,0,22.97,86.22,0.92,25.58,1010.6,0,rainy,0.5863
10,4,0,23.59,84.15,4.85,11.62,1008.41,0,rainy,0.6508
10,5,0,24.31,81.74,3.87,26.75,1013.32,0,rainy,0.6684
10,6,0,25.09,79.15,4.97,24.48,1005.21,0,rainy,0.3348
10,7,0,25.86,76.56,3.64,21.65,1013.56,0,rainy,0.3202
10,8,0,26.59,74.15,2.63,67.55,1014.71,0,rainy,0.3177
10,9,0,27.21,72.08,3.42,40.84,1009.58,0,rainy,0.2578
10,10,0,27.69,70.49,2.37,44.02,1010.25,0,rainy,0.2722
10,11,0,27.99,69.49,3.91,25.19,1008.38,0,rainy,0.2884
10,12,0,28.09,69.15,0.76,58.97,1008.32,0,rainy,0.439
10,13,0,27.99,69.49,2.82,62.29,1007.95,0,rainy,0.4911
10,14,0,27.69,70.49,3.31,53.25,1013.0,0,rainy,0.2968
10,15,0,27.21,72.08,2.26,50.22,1009.63,0,rainy,0.3199
10,16,0,26.59,74.15,2.12,65.29,1011.12,0,rainy,0.2872
10,17,0,25.86,76.56,3.19,37.21,1009.08,0,rainy,0.5374
10,18,0,25.09,79.15,4.19,33.44,1005.3,0,rainy,0.5404
10,19,0,24.31,81.74,2.36,65.23,1013.89,0,rainy,0.4902
10,20,0,23.59,84.15,1.5,21.94,1013.46,0,rainy,0.6658
10,21,0,22.97,86.22,0.91,13.56,1007.61,0,rainy,0.6516
10,22,0,22.49,87.81,2.79,55.69,1009.56,0,rainy,0.6482
10,23,0,22.19,88.81,3.63,15.43,1014.27,0,rainy,0.5884
10,0,0,26.0,89.75,1.54,10.87,1011.06,0,rainy,0.7815
10,1,0,26.1,89.41,3.54,23.92,1007.66,0,rainy,0.7231
10,2,0,26.4,88.41,2.16,33.37,1011.72,0,rainy,0.7237
10,3,0,26.87,86.82,3.23,22.46,1012.32,0,rainy,0.7408
10,4,0,27.5,84.75,2.64,49.62,1005.52,0,rainy,0.7774
10,5,0,28.22,82.34,1.48,51.87,1008.16,0,rainy,0.7946
10,6,0,29.0,79.75,3.26,11.81,1011.13,0,rainy,0.3954
10,7,0,29.77,77.16,2.06,18.45,1011.39,0,rainy,0.4117
10,8,0,30.5,74.75,1.02,39.75,1005.87,0,rainy,0.3973
10,9,0,31.12,72.68,4.24,20.33,1011.12,0,rainy,0.3221
10,10,0,31.59,71.09,2.66,46.28,1010.69,0,rainy,0.3273
10,11,0,31.89,70.09,1.47,23.38,1005.57,0,rainy,0.3245
10,12,0,32.0,69.75,2.97,49.49,1006.11,0,rainy,0.5178
10,13,0,31.89,70.09,4.78,29.89,1011.83,0,rainy,0.5285
10,14,0,31.59,71.09,1.64,10.45,1005.1,0,rainy,0.3672
10,15,0,31.12,72.68,3.8,69.64,1010.18,0,rainy,0.4018
10,16,0,30.5,74.75,3.67,58.28,1007.44,0,rainy,0.4075
10,17,0,29.77,77.16,1.31,37.07,1007.23,0,rainy,0.6714
10,18,0,29.0,79.75,0.55,26.86,1014.17,0,rainy,0.6466
10,19,0,28.22,82.34,3.6,44.34,1014.82,0,rainy,0.626
10,20,0,27.5,84.75,3.71,33.11,1008.6,0,rainy,0.795
10,21,0,26.87,86.82,2.73,37.24,1007.56,0,rainy,0.7793
10,22,0,26.4,88.41,1.71,53.41,1013.54,0,rainy,0.7612
10,23,0,26.1,89.41,3.22,47.33,1005.78,0,rainy,0.6951
10,0,1,25.67,97.52,2.96,62.06,1014.11,0,rainy,0.7088
10,1,1,25.77,97.18,1.45,38.16,1014.11,0,rainy,0.7128
10,2,1,26.07,96.18,1.77,53.35,1008.41,0,rainy,0.7117
10,3,1,26.55,94.59,1.14,14.89,1012.46,0,rainy,0.772
10,4,1,27.17,92.52,2.78,29.71,1012.67,0,rainy,0.7401
10,5,1,27.89,90.11,3.16,15.9,1012.42,0,rainy,0.7886
10,6,1,28.67,87.52,2.17,18.94,1013.7,0,rainy,0.3773
10,7,1,29.45,84.93,1.66,14.77,1007.33,0,rainy,0.4045
10,8,1,30.17,82.52,2.72,24.34,1010.83,0,rainy,0.43
10,9,1,30.79,80.45,3.33,69.24,1014.29,0,rainy,0.3432
10,10,1,31.27,78.86,1.58,27.18,1010.17,0,rainy,0.5468
10,11,1,31.57,77.86,0.63,51.98,1011.91,0,rainy,0.5854
10,12,1,31.67,77.52,3.6,37.43,1009.77,0,rainy,0.7905
10,13,1,31.57,77.86,4.05,59.33,1013.0,0,rainy,0.8352
10,14,1,31.27,78.86,4.2,15.68,1007.14,0,rainy,0.6643
10,15,1,30.79,80.45,1.01,23.12,1011.46,0,rainy,0.6161
10,16,1,30.17,82.52,3.2,69.03,1011.91,0,rainy,0.633
10,17,1,29.45,84.93,2.95,68.55,1009.17,0,rainy,0.6418
10,18,1,28.67,87.52,4.86,61.62,1006.29,0,rainy,0.6428
10,19,1,27.89,90.11,2.34,42.0,1011.55,0,rainy,0.6025
10,20,1,27.17,92.52,2.07,26.21,1014.92,0,rainy,0.8161
10,21,1,26.55,94.59,3.44,58.47,1013.41,0,rainy,0.7823
10,22,1,26.07,96.18,3.37,27.23,1010.91,0,rainy,0.7364
10,23,1,25.77,97.18,1.79,26.63,1011.02,0,rainy,0.7144
10,0,1,24.1,86.86,7.41,93.39,1007.36,1,rainy,0.4697
10,1,1,24.2,86.52,5.53,92.19,1012.86,1,rainy,0.4751
10,2,1,24.5,85.52,1.53,25.46,1005.09,0,rainy,0.6734
10,3,1,24.98,83.93,3.93,14.46,1005.46,0,rainy,0.6876
10,4,1,25.6,81.86,4.33,77.62,1013.16,1,rainy,0.5076
10,5,1,26.32,79.45,1.87,71.43,1007.88,1,rainy,0.5528
10,6,1,27.1,76.86,4.26,24.48,1009.7,0,rainy,0.3365
10,7,1,27.87,74.27,0.53,41.01,1014.22,0,rainy,0.3314
10,8,1,28.6,71.86,1.2,97.54,1012.71,1,rainy,0.2938
10,9,1,29.22,69.79,6.44,69.55,1013.91,1,rainy,0.2823
10,10,1,29.7,83.2,0.77,31.2,1011.82,0,rainy,0.5406
10,11,1,29.99,82.2,0.55,39.14,1006.11,0,rainy,0.5485
10,12,1,30.1,81.86,4.4,13.82,1008.11,0,rainy,0.7565
10,13,1,29.99,82.2,2.33,28.4,1005.21,0,rainy,0.7443
10,14,1,29.7,83.2,3.71,31.95,1011.28,0,rainy,0.6156
10,15,1,29.22,84.79,2.25,35.12,1006.2,0,rainy,0.5931
10,16,1,28.6,86.86,1.61,55.67,1013.63,0,rainy,0.5542
10,17,1,27.87,89.27,5.48,75.31,1005.9,1,rainy,0.4967
10,18,1,27.1,91.86,3.72,69.61,1010.47,0,rainy,0.5626
10,19,1,26.32,79.45,3.57,65.69,1005.99,0,rainy,0.5552
10,20,1,25.6,81.86,4.64,67.36,1007.08,1,rainy,0.5647
10,21,1,24.98,83.93,2.32,89.76,1013.25,1,rainy,0.5766
10,22,1,24.5,85.52,1.08,73.54,1014.88,1,rainy,0.5006
10,23,1,24.2,86.52,2.98,87.97,1014.88,1,rainy,0.5271
10,0,0,23.76,87.72,4.36,13.6,1012.68,0,rainy,0.6348
10,1,0,23.86,87.38,4.46,68.16,1009.58,1,rainy,0.4802
10,2,0,24.16,86.38,2.2,56.32,1006.6,0,rainy,0.6396
10,3,0,24.64,84.79,7.54,90.57,1014.15,1,rainy,0.5222
10,4,0,25.26,82.72,1.65,80.13,1014.61,1,rainy,0.5041
10,5,0,25.98,80.31,3.64,68.07,1006.21,0,rainy,0.7017
10,6,0,26.76,77.72,3.08,59.0,1006.33,0,rainy,0.3524
10,7,0,27.54,75.13,2.18,52.35,1010.32,0,rainy,0.3568
10,8,0,28.26,72.72,3.54,29.78,1006.73,0,rainy,0.3778
10,9,0,28.88,70.65,1.21,50.1,1007.41,0,rainy,0.279
10,10,0,29.36,84.06,4.18,27.32,1007.86,0,rainy,0.2827
10,11,0,29.66,83.06,1.97,44.58,1010.75,0,rainy,0.2847
10,12,0,29.76,82.72,5.0,60.89,1010.17,1,rainy,0.3925
10,13,0,29.66,83.06,0.54,37.57,1011.31,0,rainy,0.5199
10,14,0,29.36,84.06,3.6,41.29,1008.24,0,rainy,0.3496
10,15,0,28.88,85.65,4.44,78.25,1009.77,1,rainy,0.2325
10,16,0,28.26,87.72,4.95,11.77,1012.16,0,rainy,0.2994
10,17,0,27.54,90.13,3.22,86.89,1007.29,1,rainy,0.4331
10,18,0,26.76,92.72,5.7,83.72,1011.45,1,rainy,0.4172
10,19,0,25.98,80.31,2.97,16.07,1010.84,0,rainy,0.5548
10,20,0,25.26,82.72,6.79,75.67,1006.48,1,rainy,0.5615
10,21,0,24.64,84.79,4.22,53.51,1007.04,0,rainy,0.7048
10,22,0,24.16,86.38,6.27,90.34,1005.6,1,rainy,0.4986
10,23,0,23.86,87.38,4.67,35.31,1014.97,0,rainy,0.6085
10,0,0,26.2,97.62,3.53,82.93,1008.51,1,rainy,0.5331
10,1,0,26.3,97.28,1.18,33.89,1009.61,0,rainy,0.7628
10,2,0,26.6,96.28,1.43,58.09,1008.91,0,rainy,0.7173
10,3,0,27.08,94.69,0.86,34.64,1011.29,0,rainy,0.7329
10,4,0,27.7,92.62,4.55,84.26,1009.94,1,rainy,0.5826
10,5,0,28.42,90.21,3.18,34.67,1011.06,0,rainy,0.7846
10,6,0,29.2,87.62,2.66,65.01,1011.78,1,rainy,0.3206
10,7,0,29.98,85.03,2.2,61.19,1008.45,0,rainy,0.4086
10,8,0,30.7,82.62,2.58,24.26,1006.94,0,rainy,0.4077
10,9,0,31.32,80.55,2.71,87.68,1014.44,1,rainy,0.2527
10,10,0,31.8,93.96,3.42,86.59,1013.07,1,rainy,0.2445
10,11,0,32.1,92.96,4.66,16.11,1011.24,0,rainy,0.3297
10,12,0,32.2,92.62,1.41,51.07,1011.1,0,rainy,0.5494
10,13,0,32.1,92.96,4.91,19.1,1014.01,0,rainy,0.5307
10,14,0,31.8,93.96,3.61,57.33,1011.55,0,rainy,0.3819
10,15,0,31.32,95.55,2.51,43.19,1014.68,0,rainy,0.3788
10,16,0,30.7,97.62,2.18,48.48,1011.36,0,rainy,0.3761
10,17,0,29.98,100.0,3.4,28.01,1014.08,0,rainy,0.6781
10,18,0,29.2,100.0,1.84,65.36,1014.23,1,rainy,0.4794
10,19,0,28.42,90.21,4.07,37.7,1006.61,0,rainy,0.6117
10,20,0,27.7,92.62,3.09,78.65,1008.71,1,rainy,0.6347
10,21,0,27.08,94.69,1.45,73.87,1010.57,1,rainy,0.584
10,22,0,26.6,96.28,4.19,61.93,1007.85,0,rainy,0.7778
10,23,0,26.3,97.28,4.4,65.47,1007.08,1,rainy,0.5436
10,0,0,25.68,98.67,1.65,37.77,1010.89,0,rainy,0.6863
10,1,0,25.78,98.33,4.28,40.3,1006.49,0,rainy,0.7351
10,2,0,26.08,97.33,2.07,42.71,1012.03,0,rainy,0.7338
10,3,0,26.56,95.74,2.84,63.7,1010.3,0,rainy,0.7601
10,4,0,27.18,93.67,1.96,52.42,1005.37,0,rainy,0.7393
10,5,0,27.91,91.26,4.75,30.14,1013.05,0,rainy,0.7635
10,6,0,28.68,88.67,4.99,66.16,1009.34,0,rainy,0.3855
10,7,0,29.46,86.08,2.6,62.87,1010.05,0,rainy,0.3615
10,8,0,30.18,83.67,2.39,18.07,1008.87,0,rainy,0.4191
10,9,0,30.8,81.6,4.87,13.56,1005.08,0,rainy,0.3035
10,10,0,31.28,80.01,2.97,66.74,1012.02,0,rainy,0.326
10,11,0,31.58,79.01,1.13,62.92,1006.27,0,rainy,0.2974
10,12,0,31.68,78.67,1.23,28.24,1006.11,0,rainy,0.5123
10,13,0,31.58,79.01,4.38,50.02,1011.52,0,rainy,0.5449
10,14,0,31.28,80.01,3.08,17.16,1008.94,0,rainy,0.342
10,15,0,30.8,81.6,3.84,65.77,1006.34,0,rainy,0.3388
10,16,0,30.18,83.67,1.93,38.56,1014.78,0,rainy,0.3752
10,17,0,29.46,86.08,1.46,38.76,1011.6,0,rainy,0.6022
10,18,0,28.68,88.67,3.44,30.05,1008.84,0,rainy,0.6364
10,19,0,27.91,91.26,3.67,40.53,1009.61,0,rainy,0.6203
10,20,0,27.18,93.67,1.32,16.97,1007.46,0,rainy,0.8016
10,21,0,26.56,95.74,0.92,32.04,1013.2,0,rainy,0.77
10,22,0,26.08,97.33,2.54,51.02,1007.47,0,rainy,0.7562
10,23,0,25.78,98.33,1.35,63.11,1010.69,0,rainy,0.683
10,0,0,25.37,93.86,3.16,59.47,1013.72,0,rainy,0.7181
10,1,0,25.47,93.51,3.22,40.07,1011.09,0,rainy,0.697
10,2,0,25.77,92.52,0.62,59.38,1012.33,0,rainy,0.72
10,3,0,26.24,90.93,2.49,12.48,1013.18,0,rainy,0.742
10,4,0,26.87,88.86,3.11,23.77,1013.04,0,rainy,0.7564
10,5,0,27.59,86.44,6.41,88.96,1012.23,1,rainy,0.6037
10,6,0,28.37,83.86,4.97,35.85,1012.71,0,rainy,0.3878
10,7,0,29.14,81.27,3.04,58.87,1010.27,0,rainy,0.3888
10,8,0,29.87,78.86,4.59,70.04,1010.78,1,rainy,0.3022
10,9,0,30.49,76.78,2.46,41.59,1005.58,0,rainy,0.3035
10,10,0,30.96,90.2,3.39,29.02,1011.07,0,rainy,0.3269
10,11,0,31.26,89.2,4.67,71.22,1012.89,1,rainy,0.2868
10,12,0,31.37,88.86,0.9,22.24,1011.63,0,rainy,0.507
10,13,0,31.26,89.2,2.79,22.45,1008.06,0,rainy,0.5211
10,14,0,30.96,90.2,2.39,23.7,1014.59,0,rainy,0.3854
10,15,0,30.49,91.78,5.39,64.43,1014.16,1,rainy,0.2402
10,16,0,29.87,93.86,3.24,47.57,1009.15,0,rainy,0.3195
10,17,0,29.14,96.27,7.05,77.69,1008.48,1,rainy,0.4844
10,18,0,28.37,98.86,1.64,22.8,1011.48,0,rainy,0.6029
10,19,0,27.59,86.44,1.95,96.41,1012.21,1,rainy,0.472
10,20,0,26.87,88.86,4.71,51.41,1012.28,0,rainy,0.7672
10,21,0,26.24,90.93,7.39,61.23,1005.74,1,rainy,0.5465
10,22,0,25.77,92.52,4.3,53.81,1010.53,0,rainy,0.7288
10,23,0,25.47,93.51,4.56,30.6,1006.63,0,rainy,0.7174
10,0,0,25.18,82.01,1.45,54.93,1006.44,0,rainy,0.6829
10,1,0,25.28,81.67,2.43,42.34,1011.63,0,rainy,0.6511
10,2,0,25.58,80.67,4.76,35.65,1007.61,0,rainy,0.7272
10,3,0,26.06,79.08,2.35,26.89,1008.65,0,rainy,0.7473
10,4,0,26.68,77.01,2.65,20.35,1008.87,0,rainy,0.7331
10,5,0,27.4,74.6,1.09,35.31,1006.31,0,rainy,0.7358
10,6,0,28.18,72.01,3.68,48.85,1014.41,0,rainy,0.3718
10,7,0,28.96,69.42,2.32,47.36,1012.98,0,rainy,0.3703
10,8,0,29.68,67.01,4.94,51.2,1006.38,0,rainy,0.3932
10,9,0,30.3,64.94,4.7,11.14,1008.04,0,rainy,0.3003
10,10,0,30.78,63.35,1.93,43.15,1007.46,0,rainy,0.3002
10,11,0,31.08,62.35,4.87,46.93,1010.58,0,rainy,0.2953
10,12,0,31.18,62.01,0.66,41.96,1013.4,0,rainy,0.4983
10,13,0,31.08,62.35,4.98,37.1,1008.05,0,rainy,0.5245
10,14,0,30.78,63.35,1.03,26.17,1010.97,0,rainy,0.3641
10,15,0,30.3,64.94,4.69,65.15,1006.08,0,rainy,0.3493
10,16,0,29.68,67.01,0.94,43.5,1010.72,0,rainy,0.3487
10,17,0,28.96,69.42,4.11,62.32,1007.77,0,rainy,0.6497
10,18,0,28.18,72.01,0.53,47.81,1008.96,0,rainy,0.6371
10,19,0,27.4,74.6,3.98,53.92,1012.36,0,rainy,0.5614
10,20,0,26.68,77.01,3.59,27.35,1010.49,0,rainy,0.7843
10,21,0,26.06,79.08,2.47,27.4,1006.87,0,rainy,0.7559
10,22,0,25.58,80.67,1.44,18.32,1010.54,0,rainy,0.7362
10,23,0,25.28,81.67,3.04,29.4,1008.57,0,rainy,0.7011
10,0,1,24.86,95.77,3.04,56.92,1007.39,0,rainy,0.6822
10,1,1,24.97,95.43,4.01,10.73,1006.98,0,rainy,0.7033
10,2,1,25.27,94.43,4.08,10.95,1005.23,0,rainy,0.6733
10,3,1,25.74,92.84,2.99,79.24,1014.93,1,rainy,0.5111
10,4,1,26.36,90.77,1.49,43.99,1009.09,0,rainy,0.7331
10,5,1,27.09,88.36,3.6,90.08,1014.89,1,rainy,0.5536
10,6,1,27.86,85.77,5.16,60.06,1014.53,1,rainy,0.2608
10,7,1,28.64,83.19,0.53,64.57,1006.67,0,rainy,0.383
10,8,1,29.36,80.77,3.68,63.63,1014.92,0,rainy,0.3918
10,9,1,29.98,78.7,4.07,52.16,1014.18,0,rainy,0.2824
10,10,1,30.46,92.11,3.54,61.72,1011.72,1,rainy,0.4322
10,11,1,30.76,91.11,4.56,60.4,1012.26,1,rainy,0.4139
10,12,1,30.86,90.77,4.07,89.96,1006.72,1,rainy,0.5872
10,13,1,30.76,91.11,4.78,96.51,1008.48,1,rainy,0.5694
10,14,1,30.46,92.11,5.16,65.26,1010.82,1,rainy,0.4468
10,15,1,29.98,93.7,3.07,63.89,1009.28,1,rainy,0.4613
10,16,1,29.36,95.77,4.02,49.18,1008.26,0,rainy,0.576
10,17,1,28.64,98.19,3.39,83.32,1013.57,1,rainy,0.4482
10,18,1,27.86,100.0,3.67,30.6,1011.57,0,rainy,0.6072
10,19,1,27.09,88.36,4.19,74.68,1013.65,1,rainy,0.4144
10,20,1,26.36,90.77,3.81,62.18,1005.56,1,rainy,0.5984
10,21,1,25.74,92.84,4.62,54.63,1012.48,0,rainy,0.7623
10,22,1,25.27,94.43,2.75,21.59,1014.94,0,rainy,0.7446
10,23,1,24.97,95.43,5.88,94.87,1006.71,1,rainy,0.5163
10,0,1,25.57,95.06,4.71,36.77,1009.63,0,rainy,0.6903
10,1,1,25.67,94.72,2.0,69.63,1006.6,0,rainy,0.6951
10,2,1,25.97,93.72,1.79,10.5,1013.89,0,rainy,0.7572
10,3,1,26.45,92.13,2.81,65.34,1013.38,0,rainy,0.7406
10,4,1,27.07,90.06,4.9,29.43,1005.79,0,rainy,0.7683
10,5,1,27.79,87.65,2.25,21.5,1008.13,0,rainy,0.8001
10,6,1,28.57,85.06,3.13,15.67,1014.94,0,rainy,0.4105
10,7,1,29.35,82.47,1.13,12.42,1010.13,0,rainy,0.4335
10,8,1,30.07,80.06,4.44,69.11,1008.4,0,rainy,0.4449
10,9,1,30.69,77.99,3.6,51.12,1012.9,0,rainy,0.344
10,10,1,31.17,76.4,4.75,11.5,1005.7,0,rainy,0.5924
10,11,1,31.47,75.4,0.79,39.26,1007.29,0,rainy,0.5814
10,12,1,31.57,75.06,0.9,44.72,1009.24,0,rainy,0.8174
10,13,1,31.47,75.4,3.57,16.61,1009.07,0,rainy,0.7831
10,14,1,31.17,76.4,1.42,45.27,1011.1,0,rainy,0.6179
10,15,1,30.69,77.99,4.38,59.46,1005.64,0,rainy,0.6207
10,16,1,30.07,80.06,3.17,46.19,1005.12,0,rainy,0.6056
10,17,1,29.35,82.47,4.7,43.33,1011.76,0,rainy,0.6317
10,18,1,28.57,85.06,0.85,11.7,1012.22,0,rainy,0.5918
10,19,1,27.79,87.65,4.15,46.84,1012.53,0,rainy,0.5957
10,20,1,27.07,90.06,1.66,24.77,1014.68,0,rainy,0.7878
10,21,1,26.45,92.13,1.23,59.44,1006.97,0,rainy,0.7865
10,22,1,25.97,93.72,0.89,20.87,1013.55,0,rainy,0.7237
10,23,1,25.67,94.72,4.11,60.92,1006.01,0,rainy,0.7131
10,0,0,27.21,96.35,1.26,53.39,1008.15,0,rainy,0.7483
10,1,0,27.31,96.01,2.06,29.77,1009.16,0,rainy,0.7783
10,2,0,27.61,95.01,3.05,32.7,1005.79,0,rainy,0.7457
10,3,0,28.09,93.42,0.95,12.97,1008.24,0,rainy,0.7982
10,4,0,28.71,91.35,4.97,40.23,1009.35,0,rainy,0.8444
10,5,0,29.43,88.94,4.7,20.84,1010.29,0,rainy,0.8355
10,6,0,30.21,86.35,4.71,26.58,1011.25,0,rainy,0.4561
10,7,0,30.98,83.76,1.2,54.9,1013.65,0,rainy,0.405
10,8,0,31.71,81.35,3.05,67.57,1011.82,0,rainy,0.4205
10,9,0,32.33,79.28,3.56,69.57,1009.24,0,rainy,0.3476
10,10,0,32.81,77.69,2.85,50.64,1006.12,0,rainy,0.3397
10,11,0,33.1,76.69,1.2,57.75,1010.38,0,rainy,0.3649
10,12,0,33.21,76.35,4.95,56.0,1013.84,0,rainy,0.5562
10,13,0,33.1,76.69,1.26,60.28,1006.98,0,rainy,0.5735
10,14,0,32.81,77.69,4.36,16.61,1006.08,0,rainy,0.3812
10,15,0,32.33,79.28,4.46,44.36,1009.18,0,rainy,0.3711
10,16,0,31.71,81.35,1.25,42.78,1007.66,0,rainy,0.3688
10,17,0,30.98,83.76,1.78,45.42,1013.46,0,rainy,0.6549
10,18,0,30.21,86.35,1.04,68.87,1005.18,0,rainy,0.6435
10,19,0,29.43,88.94,2.27,31.19,1014.17,0,rainy,0.6463
10,20,0,28.71,91.35,0.68,49.53,1005.15,0,rainy,0.8411
10,21,0,28.09,93.42,4.27,39.07,1008.15,0,rainy,0.8107
10,22,0,27.61,95.01,1.98,32.59,1005.09,0,rainy,0.8002
10,23,0,27.31,96.01,4.69,39.43,1006.01,0,rainy,0.7506
10,0,0,24.62,91.76,3.65,48.47,1009.72,0,rainy,0.6633
10,1,0,24.72,91.42,3.63,40.85,1010.21,0,rainy,0.6871
10,2,0,25.02,90.42,1.93,21.36,1005.92,0,rainy,0.7204
10,3,0,25.5,88.83,3.34,17.11,1013.93,0,rainy,0.6724
10,4,0,26.12,86.76,1.5,30.26,1013.93,0,rainy,0.705
10,5,0,26.84,84.35,3.53,34.49,1010.74,0,rainy,0.7489
10,6,0,27.62,81.76,3.05,47.11,1012.98,0,rainy,0.3853
10,7,0,28.39,79.17,2.25,69.46,1012.91,0,rainy,0.3541
10,8,0,29.12,76.76,1.77,24.77,1014.35,0,rainy,0.3358
10,9,0,29.74,74.69,1.37,47.75,1005.71,0,rainy,0.2882
10,10,0,30.22,73.1,2.86,32.16,1010.62,0,rainy,0.3237
10,11,0,30.52,72.1,3.94,24.75,1005.88,0,rainy,0.3502
10,12,0,30.62,71.76,3.83,21.9,1007.8,0,rainy,0.4712
10,13,0,30.52,72.1,2.06,40.42,1014.94,0,rainy,0.5088
10,14,0,30.22,73.1,3.32,31.45,1013.88,0,rainy,0.3718
10,15,0,29.74,74.69,2.73,44.15,1013.08,0,rainy,0.3857
